Character,Count,Unicode,FontSize,FontWebName,Width,Height,ImagePath,ForegroundColor,BackgroundColor,TextAlignment,CalculatedWidth,CalculatedHeight
ڎ,0,1678,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_1678.jpg,Black,White,Center,12,30
ڑ,545371,1681,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_1681.jpg,Black,White,Center,11,30
ژ,26556,1688,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_1688.jpg,Black,White,Center,12,30
ک,18219702,1705,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_1705.jpg,Black,White,Center,19,30
ڪ,0,1706,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_1706.jpg,Black,White,Center,12,30
گ,3448530,1711,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_1711.jpg,Black,White,Center,20,30
ں,5549183,1722,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_1722.jpg,Black,White,Center,16,30
ھ,2887905,1726,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_1726.jpg,Black,White,Center,14,30
ہ,11608774,1729,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_1729.jpg,Black,White,Center,10,30
ی,27309693,1740,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_1740.jpg,Black,White,Center,15,30
ے,12499420,1746,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_1746.jpg,Black,White,Center,21,30
ە,338,1749,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_1749.jpg,Black,White,Center,11,30
ﺍ,0,65165,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65165.jpg,Black,White,Center,10,30
ﺎ,0,65166,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65166.jpg,Black,White,Center,10,30
ﺏ,0,65167,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65167.jpg,Black,White,Center,19,30
ﺐ,0,65168,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65168.jpg,Black,White,Center,19,30
ﺑ,0,65169,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65169.jpg,Black,White,Center,10,30
ﺒ,0,65170,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65170.jpg,Black,White,Center,10,30
ﺓ,0,65171,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65171.jpg,Black,White,Center,11,30
ﺔ,0,65172,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65172.jpg,Black,White,Center,13,30
ﺕ,0,65173,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65173.jpg,Black,White,Center,19,30
ﺖ,0,65174,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65174.jpg,Black,White,Center,19,30
ﺗ,0,65175,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65175.jpg,Black,White,Center,10,30
ﺘ,0,65176,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65176.jpg,Black,White,Center,10,30
ﺙ,0,65177,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65177.jpg,Black,White,Center,19,30
ﺚ,0,65178,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65178.jpg,Black,White,Center,19,30
ﺛ,0,65179,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65179.jpg,Black,White,Center,10,30
ﺜ,0,65180,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65180.jpg,Black,White,Center,10,30
ﺝ,0,65181,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65181.jpg,Black,White,Center,16,30
ﺞ,0,65182,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65182.jpg,Black,White,Center,16,30
ﺟ,0,65183,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65183.jpg,Black,White,Center,16,30
ﺠ,0,65184,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65184.jpg,Black,White,Center,16,30
ﺡ,0,65185,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65185.jpg,Black,White,Center,16,30
ﺢ,0,65186,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65186.jpg,Black,White,Center,16,30
ﺣ,0,65187,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65187.jpg,Black,White,Center,16,30
ﺤ,0,65188,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65188.jpg,Black,White,Center,16,30
ﺥ,0,65189,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65189.jpg,Black,White,Center,16,30
ﺦ,0,65190,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65190.jpg,Black,White,Center,16,30
ﺧ,0,65191,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65191.jpg,Black,White,Center,16,30
ﺨ,0,65192,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65192.jpg,Black,White,Center,16,30
ﺩ,0,65193,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65193.jpg,Black,White,Center,12,30
ﺪ,0,65194,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65194.jpg,Black,White,Center,12,30
ﺫ,0,65195,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65195.jpg,Black,White,Center,12,30
ﺬ,0,65196,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65196.jpg,Black,White,Center,12,30
ﺭ,0,65197,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65197.jpg,Black,White,Center,15,30
ﺮ,0,65198,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65198.jpg,Black,White,Center,15,30
ﺯ,0,65199,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65199.jpg,Black,White,Center,15,30
ﺰ,0,65200,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65200.jpg,Black,White,Center,15,30
ﺱ,0,65201,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65201.jpg,Black,White,Center,21,30
ﺲ,0,65202,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65202.jpg,Black,White,Center,21,30
ﺳ,0,65203,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65203.jpg,Black,White,Center,17,30
ﺴ,0,65204,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65204.jpg,Black,White,Center,17,30
ﺵ,0,65205,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65205.jpg,Black,White,Center,21,30
ﺶ,0,65206,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65206.jpg,Black,White,Center,21,30
ﺷ,0,65207,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65207.jpg,Black,White,Center,17,30
ﺸ,0,65208,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65208.jpg,Black,White,Center,17,30
ﺹ,0,65209,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65209.jpg,Black,White,Center,26,30
ﺺ,0,65210,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65210.jpg,Black,White,Center,26,30
ﺻ,0,65211,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65211.jpg,Black,White,Center,21,30
ﺼ,0,65212,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65212.jpg,Black,White,Center,21,30
ﺽ,0,65213,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65213.jpg,Black,White,Center,26,30
ﺾ,0,65214,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65214.jpg,Black,White,Center,26,30
ﺿ,0,65215,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65215.jpg,Black,White,Center,21,30
ﻀ,0,65216,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65216.jpg,Black,White,Center,21,30
ﻁ,0,65217,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65217.jpg,Black,White,Center,16,30
ﻂ,0,65218,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65218.jpg,Black,White,Center,16,30
ﻃ,0,65219,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65219.jpg,Black,White,Center,16,30
ﻄ,0,65220,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65220.jpg,Black,White,Center,16,30
ﻅ,0,65221,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65221.jpg,Black,White,Center,16,30
ﻆ,0,65222,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65222.jpg,Black,White,Center,16,30
ﻇ,0,65223,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65223.jpg,Black,White,Center,16,30
ﻈ,0,65224,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65224.jpg,Black,White,Center,16,30
ﻉ,0,65225,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65225.jpg,Black,White,Center,16,30
ﻊ,0,65226,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65226.jpg,Black,White,Center,14,30
ﻋ,0,65227,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65227.jpg,Black,White,Center,16,30
ﻌ,0,65228,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65228.jpg,Black,White,Center,13,30
ﻍ,0,65229,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65229.jpg,Black,White,Center,16,30
ﻎ,0,65230,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65230.jpg,Black,White,Center,14,30
ﻏ,0,65231,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65231.jpg,Black,White,Center,16,30
ﻐ,0,65232,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65232.jpg,Black,White,Center,13,30
ﻑ,0,65233,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65233.jpg,Black,White,Center,20,30
ﻒ,0,65234,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65234.jpg,Black,White,Center,20,30
ﻓ,0,65235,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65235.jpg,Black,White,Center,11,30
ﻔ,0,65236,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65236.jpg,Black,White,Center,11,30
ﻕ,0,65237,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65237.jpg,Black,White,Center,16,30
ﻖ,0,65238,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65238.jpg,Black,White,Center,16,30
ﻗ,0,65239,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65239.jpg,Black,White,Center,11,30
ﻘ,0,65240,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65240.jpg,Black,White,Center,11,30
ﻙ,0,65241,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65241.jpg,Black,White,Center,17,30
ﻚ,0,65242,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65242.jpg,Black,White,Center,17,30
ﻛ,0,65243,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65243.jpg,Black,White,Center,13,30
ﻜ,0,65244,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65244.jpg,Black,White,Center,13,30
ﻝ,0,65245,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65245.jpg,Black,White,Center,15,30
ﻞ,0,65246,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65246.jpg,Black,White,Center,15,30
ﻟ,0,65247,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65247.jpg,Black,White,Center,10,30
ﻠ,0,65248,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65248.jpg,Black,White,Center,10,30
ﻡ,0,65249,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65249.jpg,Black,White,Center,12,30
ﻢ,0,65250,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65250.jpg,Black,White,Center,12,30
ﻣ,0,65251,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65251.jpg,Black,White,Center,13,30
ﻤ,0,65252,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65252.jpg,Black,White,Center,13,30
ﻥ,0,65253,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65253.jpg,Black,White,Center,15,30
ﻦ,0,65254,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65254.jpg,Black,White,Center,15,30
ﻧ,0,65255,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65255.jpg,Black,White,Center,10,30
ﻨ,0,65256,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65256.jpg,Black,White,Center,10,30
ﻩ,0,65257,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65257.jpg,Black,White,Center,11,30
ﻪ,0,65258,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65258.jpg,Black,White,Center,13,30
ﻫ,0,65259,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65259.jpg,Black,White,Center,14,30
ﻬ,0,65260,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65260.jpg,Black,White,Center,13,30
ﻭ,0,65261,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65261.jpg,Black,White,Center,14,30
ﻮ,0,65262,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65262.jpg,Black,White,Center,14,30
ﻯ,0,65263,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65263.jpg,Black,White,Center,17,30
ﻰ,0,65264,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65264.jpg,Black,White,Center,17,30
ﻱ,0,65265,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65265.jpg,Black,White,Center,17,30
ﻲ,0,65266,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65266.jpg,Black,White,Center,17,30
ﻳ,0,65267,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65267.jpg,Black,White,Center,10,30
ﻴ,0,65268,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_65268.jpg,Black,White,Center,10,30
ﮨ,0,64424,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_64424.jpg,Black,White,Center,10,30
ﮩ,0,64425,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_64425.jpg,Black,White,Center,15,30
ﮮ,0,64430,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_64430.jpg,Black,White,Center,21,30
ﮯ,0,64431,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_64431.jpg,Black,White,Center,21,30
ﮎ,0,64398,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_64398.jpg,Black,White,Center,17,30
ﮏ,0,64399,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_64399.jpg,Black,White,Center,17,30
ﮐ,0,64400,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_64400.jpg,Black,White,Center,13,30
ﮑ,0,64401,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_64401.jpg,Black,White,Center,13,30
ﮒ,0,64402,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_64402.jpg,Black,White,Center,17,30
ﮓ,0,64403,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_64403.jpg,Black,White,Center,17,30
ﮔ,0,64404,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_64404.jpg,Black,White,Center,13,30
ﮕ,0,64405,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_64405.jpg,Black,White,Center,13,30
ﭖ,0,64342,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_64342.jpg,Black,White,Center,19,30
ﭗ,0,64343,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_64343.jpg,Black,White,Center,19,30
ﭘ,0,64344,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_64344.jpg,Black,White,Center,10,30
ﭙ,0,64345,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_64345.jpg,Black,White,Center,10,30
ﭦ,0,64358,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_64358.jpg,Black,White,Center,19,30
ﭧ,0,64359,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_64359.jpg,Black,White,Center,19,30
ﭨ,0,64360,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_64360.jpg,Black,White,Center,10,30
ﭩ,0,64361,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_64361.jpg,Black,White,Center,10,30
ﭺ,0,64378,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_64378.jpg,Black,White,Center,16,30
ﭻ,0,64379,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_64379.jpg,Black,White,Center,16,30
ﭼ,0,64380,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_64380.jpg,Black,White,Center,16,30
ﭽ,0,64381,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_64381.jpg,Black,White,Center,16,30
ﮈ,0,64392,12,JameelNooriNastaleeq,32,32,./CharacterImages/Nastaleeq/Size_12/Batch_0/Character_64392.jpg,Black,White,Center,12,30
